gtm,year,game_date,h,hr,er,so,era,era_cum,h_cum,hr_cum,er_cum,so_cum
30,1993,1993-05-09,3,1,3,9,3.68,3.68,252,15,110,191
31,1993,1993-05-10,11,1,6,5,3.77,3.77,263,16,116,196
32,1993,1993-05-11,13,1,2,4,3.71,3.71,276,17,118,200
33,1993,1993-05-12,8,0,3,8,3.69,3.69,284,17,121,208
34,1993,1993-05-14,13,1,9,5,3.86,3.86,297,18,130,213
35,1993,1993-05-15,10,1,6,5,3.93,3.93,307,19,136,218
36,1993,1993-05-16,9,2,3,5,3.92,3.92,316,21,139,223
37,1993,1993-05-17,16,0,4,6,3.91,3.91,332,21,143,229
38,1993,1993-05-18,6,0,0,7,3.8,3.8,338,21,143,236
39,1993,1993-05-19,5,0,1,4,3.73,3.73,343,21,144,240
40,1993,1993-05-21,5,0,0,7,3.64,3.64,348,21,144,247
41,1993,1993-05-22,7,0,3,3,3.62,3.62,355,21,147,250
42,1993,1993-05-23,3,0,0,8,3.53,3.53,358,21,147,258
43,1993,1993-05-24,8,0,4,11,3.55,3.55,366,21,151,269
44,1993,1993-05-25,15,1,8,7,3.64,3.64,381,22,159,276
45,1993,1993-05-26,8,1,3,5,3.62,3.62,389,23,162,281
46,1993,1993-05-28,8,1,2,9,3.59,3.59,397,24,164,290
47,1993,1993-05-29,4,0,1,3,3.53,3.53,401,24,165,293
48,1993,1993-05-30,8,0,5,7,3.57,3.57,409,24,170,300
49,1993,1993-05-31,4,0,1,6,3.52,3.52,413,24,171,306
50,1993,1993-06-01,9,0,5,8,3.55,3.55,422,24,176,314
51,1993,1993-06-02,9,1,4,3,3.57,3.57,431,25,180,317
52,1993,1993-06-04,7,0,3,6,3.55,3.55,438,25,183,323
53,1993,1993-06-05,5,0,1,9,3.51,3.51,443,25,184,332
54,1993,1993-06-06,6,0,2,8,3.48,3.48,449,25,186,340
55,1993,1993-06-07,7,1,5,10,3.51,3.51,456,26,191,350
56,1993,1993-06-08,8,0,1,7,3.46,3.46,464,26,192,357
57,1993,1993-06-10,14,4,14,4,3.65,3.65,478,30,206,361
58,1993,1993-06-11,8,1,5,8,3.68,3.68,486,31,211,369
59,1993,1993-06-12,11,0,1,8,3.63,3.63,497,31,212,377
60,1993,1993-06-13,8,0,1,6,3.59,3.59,505,31,213,383
61,1993,1993-06-14,9,2,4,4,3.6,3.6,514,33,217,387
62,1993,1993-06-15,12,0,3,3,3.59,3.59,526,33,220,390
63,1993,1993-06-16,12,2,6,8,3.63,3.63,538,35,226,398
64,1993,1993-06-18,8,1,4,12,3.64,3.64,546,36,230,410
65,1993,1993-06-19,19,2,7,3,3.69,3.69,565,38,237,413
66,1993,1993-06-20,5,0,3,3,3.68,3.68,570,38,240,416
67,1993,1993-06-21,2,0,0,5,3.63,3.63,572,38,240,421
68,1993,1993-06-22,9,1,0,7,3.57,3.57,581,39,240,428
69,1993,1993-06-23,7,2,5,6,3.6,3.6,588,41,245,434
70,1993,1993-06-24,8,0,1,4,3.56,3.56,596,41,246,438
71,1993,1993-06-25,8,1,7,9,3.6,3.6,604,42,253,447
72,1993,1993-06-26,10,1,4,3,3.61,3.61,614,43,257,450
73,1993,1993-06-27,6,0,1,7,3.57,3.57,620,43,258,457
74,1993,1993-06-28,7,0,0,8,3.52,3.52,627,43,258,465
75,1993,1993-06-29,7,1,3,5,3.51,3.51,634,44,261,470
76,1993,1993-06-30,6,0,2,6,3.49,3.49,640,44,263,476
77,1993,1993-07-02,7,0,3,7,3.49,3.49,647,44,266,483
78,1993,1993-07-03,12,2,6,6,3.53,3.53,659,46,272,489
79,1993,1993-07-04,7,0,0,8,3.47,3.47,666,46,272,497
80,1993,1993-07-05,11,0,4,6,3.48,3.48,677,46,276,503
81,1993,1993-07-06,8,1,5,8,3.5,3.5,685,47,281,511
82,1993,1993-07-07,12,2,7,12,3.49,3.49,697,49,288,523
83,1993,,17,1,8,4,3.55,3.55,714,50,296,527
84,1993,,8,1,6,8,3.58,3.58,722,51,302,535
85,1993,1993-07-09,9,0,2,5,3.56,3.56,731,51,304,540
86,1993,1993-07-10,7,2,7,7,3.6,3.6,738,53,311,547
87,1993,1993-07-11,7,0,1,2,3.57,3.57,745,53,312,549
88,1993,1993-07-15,9,0,2,7,3.56,3.56,754,53,314,556
89,1993,1993-07-16,6,1,1,6,3.53,3.53,760,54,315,562
90,1993,1993-07-17,13,1,9,6,3.58,3.58,773,55,324,568
91,1993,1993-07-18,6,1,1,12,3.56,3.56,779,56,325,580
92,1993,1993-07-19,11,0,7,5,3.59,3.59,790,56,332,585
93,1993,1993-07-20,15,2,5,6,3.61,3.61,805,58,337,591
94,1993,1993-07-21,11,0,7,4,3.64,3.64,816,58,344,595
95,1993,1993-07-22,10,2,4,6,3.65,3.65,826,60,348,601
96,1993,1993-07-23,5,1,1,5,3.62,3.62,831,61,349,606
97,1993,1993-07-24,11,1,4,7,3.62,3.62,842,62,353,613
98,1993,1993-07-25,8,1,3,6,3.61,3.61,850,63,356,619
99,1993,1993-07-26,5,0,1,2,3.59,3.59,855,63,357,621
100,1993,1993-07-27,9,0,3,8,3.59,3.59,864,63,360,629
101,1993,1993-07-28,5,0,1,4,3.56,3.56,869,63,361,633
102,1993,1993-07-30,4,1,2,6,3.55,3.55,873,64,363,639
103,1993,1993-07-31,8,0,2,5,3.52,3.52,881,64,365,644
104,1993,1993-08-01,13,2,9,6,3.57,3.57,894,66,374,650
105,1993,1993-08-03,10,1,6,5,3.6,3.6,904,67,380,655
106,1993,1993-08-04,10,0,1,7,3.58,3.58,914,67,381,662
107,1993,1993-08-05,5,0,2,10,3.56,3.56,919,67,383,672
108,1993,1993-08-06,8,2,2,7,3.55,3.55,927,69,385,679
109,1993,1993-08-07,13,1,6,8,3.57,3.57,940,70,391,687
110,1993,1993-08-08,9,0,4,5,3.57,3.57,949,70,395,692
111,1993,1993-08-09,9,1,3,8,3.56,3.56,958,71,398,700
112,1993,1993-08-10,11,1,4,6,3.57,3.57,969,72,402,706
113,1993,1993-08-11,15,0,3,3,3.56,3.56,984,72,405,709
114,1993,1993-08-12,6,1,1,8,3.54,3.54,990,73,406,717
115,1993,1993-08-13,11,2,3,5,3.53,3.53,1001,75,409,722
116,1993,1993-08-14,13,0,2,8,3.52,3.52,1014,75,411,730
117,1993,1993-08-15,8,0,2,4,3.51,3.51,1022,75,413,734
118,1993,1993-08-17,6,0,2,5,3.5,3.5,1028,75,415,739
119,1993,1993-08-18,6,2,4,7,3.49,3.49,1034,77,419,746
120,1993,1993-08-19,14,0,4,2,3.5,3.5,1048,77,423,748
121,1993,1993-08-20,9,1,2,6,3.49,3.49,1057,78,425,754
122,1993,1993-08-21,5,1,4,5,3.49,3.49,1062,79,429,759
123,1993,1993-08-22,4,0,0,6,3.46,3.46,1066,79,429,765
124,1993,1993-08-23,8,0,1,5,3.44,3.44,1074,79,430,770
125,1993,1993-08-24,8,1,3,5,3.44,3.44,1082,80,433,775
126,1993,1993-08-25,8,0,2,14,3.42,3.42,1090,80,435,789
127,1993,1993-08-27,9,2,3,10,3.41,3.41,1099,82,438,799
128,1993,1993-08-28,9,0,4,5,3.42,3.42,1108,82,442,804
129,1993,1993-08-29,6,0,3,8,3.41,3.41,1114,82,445,812
130,1993,1993-08-31,12,1,5,9,3.43,3.43,1126,83,450,821
131,1993,1993-09-01,9,1,5,4,3.44,3.44,1135,84,455,825
132,1993,1993-09-02,4,0,0,9,3.42,3.42,1139,84,455,834
133,1993,1993-09-03,14,0,4,7,3.41,3.41,1153,84,459,841
134,1993,1993-09-04,8,1,2,5,3.4,3.4,1161,85,461,846
135,1993,1993-09-05,11,0,4,5,3.41,3.41,1172,85,465,851
136,1993,1993-09-06,6,0,1,10,3.39,3.39,1178,85,466,861
137,1993,1993-09-07,5,0,1,8,3.37,3.37,1183,85,467,869
138,1993,1993-09-08,13,1,6,6,3.39,3.39,1196,86,473,875
139,1993,1993-09-09,9,1,5,7,3.4,3.4,1205,87,478,882
140,1993,1993-09-10,3,0,1,6,3.38,3.38,1208,87,479,888
141,1993,1993-09-11,9,0,3,3,3.38,3.38,1217,87,482,891
142,1993,1993-09-12,5,0,0,7,3.36,3.36,1222,87,482,898
143,1993,1993-09-13,4,1,3,9,3.35,3.35,1226,88,485,907
144,1993,1993-09-14,6,0,3,9,3.35,3.35,1232,88,488,916
145,1993,1993-09-15,12,1,4,9,3.35,3.35,1244,89,492,925
146,1993,1993-09-17,17,2,12,9,3.41,3.41,1261,91,504,934
147,1993,1993-09-18,7,0,0,6,3.39,3.39,1268,91,504,940
148,1993,1993-09-19,12,0,7,7,3.42,3.42,1280,91,511,947
149,1993,1993-09-20,4,0,1,9,3.4,3.4,1284,91,512,956
150,1993,1993-09-21,8,1,3,9,3.39,3.39,1292,92,515,965
151,1993,1993-09-22,6,1,1,8,3.38,3.38,1298,93,516,973
152,1993,1993-09-23,11,1,11,2,3.43,3.43,1309,94,527,975
153,1993,1993-09-24,5,1,2,8,3.42,3.42,1314,95,529,983
154,1993,1993-09-25,18,1,10,4,3.46,3.46,1332,96,539,987
155,1993,1993-09-26,8,1,5,3,3.47,3.47,1340,97,544,990
156,1993,1993-09-27,10,2,4,7,3.48,3.48,1350,99,548,997
157,1993,1993-09-28,8,2,5,8,3.49,3.49,1358,101,553,1005
158,1993,1993-09-29,12,0,5,9,3.5,3.5,1370,101,558,1014
159,1993,1993-09-30,10,0,1,7,3.48,3.48,1380,101,559,1021
160,1993,1993-10-01,11,2,8,10,3.51,3.51,1391,103,567,1031
161,1993,1993-10-02,9,0,5,7,3.52,3.52,1400,103,572,1038
162,1993,1993-10-03,6,0,1,5,3.5,3.5,1406,103,573,1043
1,1994,1994-04-05,5,2,3,6,3.0,3.0,5,2,3,6
2,1994,1994-04-06,8,2,2,4,2.5,2.5,13,4,5,10
3,1994,1994-04-07,6,0,1,10,2.0,2.0,19,4,6,20
4,1994,1994-04-08,6,3,6,13,3.0,3.0,25,7,12,33
5,1994,1994-04-09,9,0,2,12,2.74,2.74,34,7,14,45
6,1994,1994-04-10,12,2,6,6,3.27,3.27,46,9,20,51
7,1994,1994-04-12,4,0,2,7,3.09,3.09,50,9,22,58
8,1994,1994-04-13,7,1,4,5,3.25,3.25,57,10,26,63
9,1994,1994-04-14,11,1,9,7,3.94,3.94,68,11,35,70
10,1994,1994-04-15,9,2,5,12,4.09,4.09,77,13,40,82
11,1994,1994-04-16,14,0,4,3,4.12,4.12,91,13,44,85
12,1994,1994-04-17,10,0,2,7,3.94,3.94,101,13,46,92
13,1994,1994-04-18,14,0,4,8,3.96,3.96,115,13,50,100
14,1994,1994-04-19,8,1,7,4,4.18,4.18,123,14,57,104
15,1994,1994-04-20,10,2,5,10,4.17,4.17,133,16,62,114
16,1994,1994-04-21,11,1,3,6,4.1,4.1,144,17,65,120
17,1994,1994-04-22,10,1,7,5,4.27,4.27,154,18,72,125
18,1994,1994-04-23,11,1,8,8,4.43,4.43,165,19,80,133
19,1994,1994-04-24,7,0,1,0,4.25,4.25,172,19,81,133
20,1994,1994-04-26,9,0,3,6,4.18,4.18,181,19,84,139
21,1994,1994-04-27,7,0,4,9,4.15,4.15,188,19,88,148
22,1994,1994-04-29,8,0,3,8,4.12,4.12,196,19,91,156
23,1994,1994-04-30,11,3,9,6,4.33,4.33,207,22,100,162
24,1994,1994-05-01,9,4,7,7,4.47,4.47,216,26,107,169
25,1994,1994-05-02,19,0,10,6,4.71,4.71,235,26,117,175
26,1994,1994-05-03,8,1,2,8,4.6,4.6,243,27,119,183
27,1994,1994-05-04,13,0,5,8,4.62,4.62,256,27,124,191
28,1994,1994-05-05,10,1,6,8,4.67,4.67,266,28,130,199
29,1994,1994-05-06,8,0,2,9,4.6,4.6,274,28,132,208
30,1994,1994-05-07,8,0,2,8,4.49,4.49,282,28,134,216
31,1994,1994-05-08,14,1,5,6,4.53,4.53,296,29,139,222
32,1994,1994-05-09,9,1,7,11,4.61,4.61,305,30,146,233
33,1994,1994-05-10,5,1,4,2,4.57,4.57,310,31,150,235
34,1994,1994-05-11,4,0,0,5,4.44,4.44,314,31,150,240
35,1994,1994-05-13,10,2,3,9,4.39,4.39,324,33,153,249
36,1994,1994-05-14,8,0,1,3,4.3,4.3,332,33,154,252
37,1994,1994-05-15,5,0,1,7,4.21,4.21,337,33,155,259
38,1994,1994-05-16,7,0,2,6,4.15,4.15,344,33,157,265
39,1994,1994-05-17,13,1,4,10,4.16,4.16,357,34,161,275
40,1994,1994-05-18,4,0,2,10,4.1,4.1,361,34,163,285
41,1994,1994-05-19,6,0,1,5,4.03,4.03,367,34,164,290
42,1994,1994-05-20,7,0,3,4,4.01,4.01,374,34,167,294
43,1994,1994-05-21,12,0,3,1,3.98,3.98,386,34,170,295
44,1994,1994-05-22,11,0,3,4,3.96,3.96,397,34,173,299
45,1994,1994-05-23,7,2,5,10,3.99,3.99,404,36,178,309
46,1994,1994-05-24,6,0,2,5,3.94,3.94,410,36,180,314
47,1994,1994-05-25,8,2,6,8,3.99,3.99,418,38,186,322
48,1994,1994-05-27,10,2,5,6,4.0,4.0,428,40,191,328
49,1994,1994-05-28,12,1,7,7,4.06,4.06,440,41,198,335
50,1994,1994-05-29,11,0,3,8,4.04,4.04,451,41,201,343
51,1994,1994-05-30,9,1,5,5,4.06,4.06,460,42,206,348
52,1994,1994-05-31,10,0,5,4,4.08,4.08,470,42,211,352
53,1994,1994-06-01,8,0,0,4,4.0,4.0,478,42,211,356
54,1994,1994-06-03,10,1,8,6,4.08,4.08,488,43,219,362
55,1994,1994-06-04,9,1,4,4,4.09,4.09,497,44,223,366
56,1994,1994-06-05,12,1,6,3,4.13,4.13,509,45,229,369
57,1994,1994-06-06,20,0,11,7,4.26,4.26,529,45,240,376
58,1994,1994-06-07,3,0,0,7,4.18,4.18,532,45,240,383
59,1994,1994-06-08,9,0,4,2,4.18,4.18,541,45,244,385
60,1994,1994-06-10,7,0,1,5,4.13,4.13,548,45,245,390
61,1994,1994-06-11,10,2,6,4,4.17,4.17,558,47,251,394
62,1994,1994-06-12,5,1,1,7,4.12,4.12,563,48,252,401
63,1994,1994-06-13,8,1,4,10,4.11,4.11,571,49,256,411
64,1994,1994-06-14,9,2,2,3,4.08,4.08,580,51,258,414
65,1994,1994-06-15,7,0,4,8,4.08,4.08,587,51,262,422
66,1994,1994-06-17,16,2,13,5,4.22,4.22,603,53,275,427
67,1994,1994-06-18,17,1,9,7,4.29,4.29,620,54,284,434
68,1994,1994-06-19,5,0,1,4,4.24,4.24,625,54,285,438
69,1994,1994-06-20,8,0,2,4,4.21,4.21,633,54,287,442
70,1994,1994-06-21,12,0,4,15,4.18,4.18,645,54,291,457
71,1994,1994-06-22,15,1,6,3,4.21,4.21,660,55,297,460
72,1994,1994-06-24,17,3,16,8,4.38,4.38,677,58,313,468
73,1994,1994-06-25,7,1,2,9,4.35,4.35,684,59,315,477
74,1994,1994-06-26,6,0,4,7,4.35,4.35,690,59,319,484
75,1994,1994-06-27,7,0,2,6,4.31,4.31,697,59,321,490
76,1994,1994-06-28,5,4,4,1,4.31,4.31,702,63,325,491
77,1994,1994-06-29,5,1,2,5,4.28,4.28,707,64,327,496
78,1994,1994-06-30,7,1,3,5,4.26,4.26,714,65,330,501
79,1994,1994-07-01,7,0,3,10,4.25,4.25,721,65,333,511
80,1994,1994-07-02,10,0,3,7,4.23,4.23,731,65,336,518
81,1994,1994-07-03,4,0,0,4,4.18,4.18,735,65,336,522
82,1994,1994-07-04,10,1,5,10,4.19,4.19,745,66,341,532
83,1994,1994-07-05,2,1,1,10,4.14,4.14,747,67,342,542
84,1994,1994-07-06,9,1,4,4,4.14,4.14,756,68,346,546
85,1994,1994-07-07,7,1,3,8,4.13,4.13,763,69,349,554
86,1994,1994-07-08,10,0,2,8,4.1,4.1,773,69,351,562
87,1994,1994-07-09,6,1,2,8,4.07,4.07,779,70,353,570
88,1994,1994-07-10,6,3,5,11,4.09,4.09,785,73,358,581
89,1994,,7,0,4,4,4.09,4.09,792,73,362,585
90,1994,,5,1,2,7,4.07,4.07,797,74,364,592
91,1994,1994-07-16,11,2,6,3,4.09,4.09,808,76,370,595
92,1994,1994-07-17,15,2,9,4,4.15,4.15,823,78,379,599
93,1994,1994-07-18,13,0,5,9,4.16,4.16,836,78,384,608
94,1994,1994-07-19,12,1,7,4,4.19,4.19,848,79,391,612
95,1994,1994-07-20,13,1,4,6,4.19,4.19,861,80,395,618
96,1994,1994-07-22,14,0,8,2,4.24,4.24,875,80,403,620
97,1994,1994-07-23,6,0,2,7,4.22,4.22,881,80,405,627
98,1994,1994-07-24,16,1,7,5,4.25,4.25,897,81,412,632
99,1994,1994-07-25,7,2,4,6,4.25,4.25,904,83,416,638
100,1994,1994-07-26,11,1,10,7,4.31,4.31,915,84,426,645
101,1994,1994-07-27,8,0,4,1,4.32,4.32,923,84,430,646
102,1994,1994-07-29,9,1,4,6,4.31,4.31,932,85,434,652
103,1994,1994-07-30,7,0,1,6,4.28,4.28,939,85,435,658
104,1994,1994-07-31,8,1,1,8,4.25,4.25,947,86,436,666
105,1994,1994-08-01,13,0,4,8,4.25,4.25,960,86,440,674
106,1994,1994-08-02,13,0,5,5,4.24,4.24,973,86,445,679
107,1994,1994-08-03,8,1,4,12,4.24,4.24,981,87,449,691
108,1994,1994-08-04,6,0,0,5,4.2,4.2,987,87,449,696
109,1994,1994-08-05,11,1,4,7,4.2,4.2,998,88,453,703
110,1994,1994-08-07,5,0,2,5,4.18,4.18,1003,88,455,708
111,1994,1994-08-08,13,1,7,8,4.21,4.21,1016,89,462,716
112,1994,1994-08-09,7,1,5,2,4.22,4.22,1023,90,467,718
113,1994,1994-08-10,11,0,3,7,4.21,4.21,1034,90,470,725
114,1994,1994-08-11,7,0,0,7,4.17,4.17,1041,90,470,732
1,1995,1995-04-25,9,2,7,7,7.0,7.0,9,2,7,7
2,1995,1995-04-26,7,1,2,6,4.5,4.5,16,3,9,13
3,1995,1995-04-28,4,0,1,7,3.33,3.33,20,3,10,20
4,1995,1995-04-29,6,1,4,4,3.5,3.5,26,4,14,24
5,1995,1995-04-30,9,2,6,4,4.0,4.0,35,6,20,28
6,1995,1995-05-01,9,2,6,6,4.42,4.42,44,8,26,34
7,1995,1995-05-02,9,1,4,15,3.99,3.99,53,9,30,49
8,1995,1995-05-03,14,2,6,6,4.23,4.23,67,11,36,55
9,1995,1995-05-05,9,0,4,13,4.2,4.2,76,11,40,68
10,1995,1995-05-06,17,4,11,3,4.85,4.85,93,15,51,71
11,1995,1995-05-07,12,3,7,10,5.04,5.04,105,18,58,81
12,1995,1995-05-08,8,0,4,6,5.0,5.0,113,18,62,87
13,1995,1995-05-09,13,1,8,6,5.26,5.26,126,19,70,93
14,1995,1995-05-10,8,0,1,8,4.97,4.97,134,19,71,101
15,1995,1995-05-12,5,0,1,9,4.71,4.71,139,19,72,110
16,1995,1995-05-13,6,0,3,4,4.6,4.6,145,19,75,114
17,1995,1995-05-14,8,1,3,8,4.45,4.45,153,20,78,122
18,1995,1995-05-15,1,0,0,6,4.21,4.21,154,20,78,128
19,1995,1995-05-16,6,1,2,9,4.1,4.1,160,21,80,137
20,1995,1995-05-17,6,0,3,15,4.05,4.05,166,21,83,152
21,1995,1995-05-18,13,2,7,7,4.18,4.18,179,23,90,159
22,1995,1995-05-19,11,2,7,5,4.31,4.31,190,25,97,164
23,1995,1995-05-20,10,1,7,2,4.42,4.42,200,26,104,166
24,1995,1995-05-21,9,1,2,12,4.25,4.25,209,27,106,178
25,1995,1995-05-23,9,1,3,11,4.2,4.2,218,28,109,189
26,1995,1995-05-24,6,0,0,3,4.04,4.04,224,28,109,192
27,1995,1995-05-25,5,0,0,5,3.9,3.9,229,28,109,197
28,1995,1995-05-26,9,0,9,6,4.09,4.09,238,28,118,203
29,1995,1995-05-27,5,1,2,6,4.03,4.03,243,29,120,209
30,1995,1995-05-28,6,1,5,10,4.08,4.08,249,30,125,219
31,1995,1995-05-29,14,2,8,5,4.22,4.22,263,32,133,224
32,1995,1995-05-30,8,0,1,3,4.13,4.13,271,32,134,227
33,1995,1995-05-31,3,0,1,7,4.03,4.03,274,32,135,234
34,1995,1995-06-01,7,1,3,6,4.0,4.0,281,33,138,240
35,1995,1995-06-02,2,1,1,7,3.91,3.91,283,34,139,247
36,1995,1995-06-03,9,1,4,5,3.92,3.92,292,35,143,252
37,1995,1995-06-04,9,0,3,3,3.89,3.89,301,35,146,255
38,1995,1995-06-05,5,0,1,7,3.82,3.82,306,35,147,262
39,1995,1995-06-06,7,0,1,10,3.75,3.75,313,35,148,272
40,1995,1995-06-07,6,1,1,4,3.68,3.68,319,36,149,276
41,1995,1995-06-09,8,0,4,11,3.69,3.69,327,36,153,287
42,1995,1995-06-10,9,1,3,2,3.67,3.67,336,37,156,289
43,1995,1995-06-11,11,0,2,6,3.63,3.63,347,37,158,295
44,1995,1995-06-13,7,1,3,10,3.62,3.62,354,38,161,305
45,1995,1995-06-14,8,1,3,17,3.6,3.6,362,39,164,322
46,1995,1995-06-15,13,2,10,4,3.75,3.75,375,41,174,326
47,1995,1995-06-16,5,1,2,5,3.72,3.72,380,42,176,331
48,1995,1995-06-17,9,3,5,3,3.74,3.74,389,45,181,334
49,1995,1995-06-18,5,0,0,6,3.67,3.67,394,45,181,340
50,1995,1995-06-19,3,0,1,8,3.62,3.62,397,45,182,348
51,1995,1995-06-20,11,1,7,4,3.69,3.69,408,46,189,352
52,1995,1995-06-21,5,0,1,8,3.64,3.64,413,46,190,360
53,1995,1995-06-22,14,1,6,8,3.68,3.68,427,47,196,368
54,1995,1995-06-23,5,0,1,5,3.63,3.63,432,47,197,373
55,1995,1995-06-24,2,0,0,13,3.57,3.57,434,47,197,386
56,1995,1995-06-25,9,0,2,12,3.54,3.54,443,47,199,398
57,1995,1995-06-26,11,1,5,9,3.57,3.57,454,48,204,407
58,1995,1995-06-27,18,2,12,6,3.71,3.71,472,50,216,413
59,1995,1995-06-28,11,2,8,4,3.78,3.78,483,52,224,417
60,1995,1995-06-29,6,0,0,13,3.72,3.72,489,52,224,430
61,1995,1995-06-30,5,0,0,7,3.66,3.66,494,52,224,437
62,1995,1995-07-01,7,1,4,7,3.66,3.66,501,53,228,444
63,1995,1995-07-02,8,1,8,4,3.73,3.73,509,54,236,448
64,1995,1995-07-04,7,2,3,3,3.73,3.73,516,56,239,451
65,1995,1995-07-05,6,1,4,10,3.73,3.73,522,57,243,461
66,1995,1995-07-06,5,0,1,5,3.7,3.7,527,57,244,466
67,1995,1995-07-07,6,1,4,8,3.71,3.71,533,58,248,474
68,1995,1995-07-08,6,1,2,5,3.68,3.68,539,59,250,479
69,1995,1995-07-09,15,1,8,4,3.75,3.75,554,60,258,483
70,1995,1995-07-13,11,1,4,6,3.75,3.75,565,61,262,489
71,1995,1995-07-14,0,0,0,8,3.7,3.7,565,61,262,497
72,1995,1995-07-15,3,0,1,10,3.66,3.66,568,61,263,507
73,1995,1995-07-16,8,1,5,8,3.68,3.68,576,62,268,515
74,1995,1995-07-17,6,0,0,5,3.63,3.63,582,62,268,520
75,1995,1995-07-18,16,0,9,10,3.7,3.7,598,62,277,530
76,1995,1995-07-19,10,1,0,7,3.66,3.66,608,63,277,537
77,1995,1995-07-20,6,1,2,9,3.63,3.63,614,64,279,546
78,1995,1995-07-21,7,0,2,6,3.61,3.61,621,64,281,552
79,1995,1995-07-22,13,3,6,5,3.64,3.64,634,67,287,557
80,1995,1995-07-23,8,0,2,10,3.62,3.62,642,67,289,567
81,1995,1995-07-24,8,1,4,8,3.63,3.63,650,68,293,575
82,1995,1995-07-25,7,2,4,5,3.64,3.64,657,70,297,580
83,1995,1995-07-26,6,0,0,9,3.59,3.59,663,70,297,589
84,1995,1995-07-27,9,1,4,3,3.6,3.6,672,71,301,592
85,1995,1995-07-28,6,2,3,10,3.59,3.59,678,73,304,602
86,1995,1995-07-29,10,1,2,5,3.57,3.57,688,74,306,607
87,1995,1995-07-30,7,1,4,12,3.58,3.58,695,75,310,619
88,1995,1995-08-01,11,4,6,7,3.6,3.6,706,79,316,626
89,1995,1995-08-02,11,4,7,11,3.64,3.64,717,83,323,637
90,1995,1995-08-03,10,3,7,5,3.68,3.68,727,86,330,642
91,1995,1995-08-04,16,4,15,6,3.81,3.81,743,90,345,648
92,1995,1995-08-05,1,0,0,11,3.77,3.77,744,90,345,659
93,1995,1995-08-06,7,0,3,8,3.77,3.77,751,90,348,667
94,1995,1995-08-07,6,0,1,8,3.73,3.73,757,90,349,675
95,1995,1995-08-08,6,0,3,8,3.72,3.72,763,90,352,683
96,1995,1995-08-09,10,0,2,11,3.7,3.7,773,90,354,694
97,1995,1995-08-10,6,2,2,9,3.68,3.68,779,92,356,703
98,1995,1995-08-11,6,0,2,9,3.67,3.67,785,92,358,712
99,1995,1995-08-12,22,0,10,8,3.72,3.72,807,92,368,720
100,1995,1995-08-13,4,1,1,6,3.69,3.69,811,93,369,726
101,1995,1995-08-14,13,1,4,4,3.69,3.69,824,94,373,730
102,1995,1995-08-15,11,0,4,10,3.69,3.69,835,94,377,740
103,1995,1995-08-16,7,0,0,11,3.66,3.66,842,94,377,751
104,1995,1995-08-17,10,1,3,1,3.65,3.65,852,95,380,752
105,1995,1995-08-18,6,0,3,8,3.65,3.65,858,95,383,760
106,1995,1995-08-19,3,0,2,9,3.64,3.64,861,95,385,769
107,1995,1995-08-20,7,3,5,14,3.65,3.65,868,98,390,783
108,1995,1995-08-21,6,1,1,6,3.63,3.63,874,99,391,789
109,1995,1995-08-22,9,0,3,7,3.62,3.62,883,99,394,796
110,1995,1995-08-23,5,0,0,2,3.58,3.58,888,99,394,798
111,1995,1995-08-24,13,1,5,9,3.59,3.59,901,100,399,807
112,1995,1995-08-25,17,2,12,11,3.67,3.67,918,102,411,818
113,1995,1995-08-26,10,0,5,5,3.69,3.69,928,102,416,823
114,1995,1995-08-27,6,1,1,11,3.66,3.66,934,103,417,834
115,1995,1995-08-29,7,1,4,11,3.66,3.66,941,104,421,845
116,1995,1995-08-30,11,1,6,10,3.68,3.68,952,105,427,855
117,1995,1995-08-31,7,0,3,11,3.68,3.68,959,105,430,866
118,1995,1995-09-01,8,1,5,4,3.69,3.69,967,106,435,870
119,1995,1995-09-02,14,1,9,3,3.73,3.73,981,107,444,873
120,1995,1995-09-03,4,1,3,9,3.73,3.73,985,108,447,882
121,1995,1995-09-04,6,0,1,6,3.71,3.71,991,108,448,888
122,1995,1995-09-05,4,0,1,10,3.68,3.68,995,108,449,898
123,1995,1995-09-06,3,0,1,6,3.66,3.66,998,108,450,904
124,1995,1995-09-08,6,0,2,7,3.65,3.65,1004,108,452,911
125,1995,1995-09-09,7,0,1,8,3.63,3.63,1011,108,453,919
126,1995,1995-09-10,9,1,4,11,3.63,3.63,1020,109,457,930
127,1995,1995-09-11,17,0,12,10,3.7,3.7,1037,109,469,940
128,1995,1995-09-12,6,0,1,9,3.68,3.68,1043,109,470,949
129,1995,1995-09-13,15,2,6,9,3.69,3.69,1058,111,476,958
130,1995,1995-09-15,13,1,5,6,3.7,3.7,1071,112,481,964
131,1995,1995-09-16,11,2,4,9,3.7,3.7,1082,114,485,973
132,1995,1995-09-17,2,0,0,9,3.67,3.67,1084,114,485,982
133,1995,1995-09-19,8,1,7,6,3.7,3.7,1092,115,492,988
134,1995,1995-09-20,7,0,2,6,3.69,3.69,1099,115,494,994
135,1995,1995-09-21,11,1,4,6,3.69,3.69,1110,116,498,1000
136,1995,1995-09-22,16,1,5,10,3.7,3.7,1126,117,503,1010
137,1995,1995-09-23,7,1,2,3,3.69,3.69,1133,118,505,1013
138,1995,1995-09-24,7,0,1,9,3.67,3.67,1140,118,506,1022
139,1995,1995-09-25,8,1,2,3,3.65,3.65,1148,119,508,1025
