year,gm,win_pct,gb,run_diff
2010,14,0.429,-1.5,
2010,15,0.4,-2.0,
2010,16,0.375,-3.0,
2010,17,0.412,-3.0,
2010,18,0.389,-3.0,
2010,19,0.368,-4.0,
2010,20,0.35,-4.0,
2010,21,0.333,-5.0,
2010,22,0.318,-6.0,
2010,23,0.348,-6.0,
2010,24,0.375,-5.0,
2010,25,0.4,-5.0,
2010,26,0.385,-5.5,
2010,27,0.37,-5.5,
2010,28,0.357,-5.5,
2010,29,0.379,-5.0,
2010,30,0.367,-6.0,
2010,31,0.387,-5.0,
2010,32,0.406,-4.5,
2010,33,0.424,-4.5,
2010,34,0.441,-4.5,
2010,35,0.457,-4.0,
2010,36,0.472,-3.0,
2010,37,0.486,-2.0,
2010,38,0.5,-2.0,
2010,39,0.513,-1.0,
2010,40,0.5,-2.0,
2010,41,0.512,-1.0,
2010,42,0.524,0.0,
2010,43,0.535,0.0,
2010,44,0.523,-1.0,
2010,45,0.511,-2.0,
2010,46,0.522,-2.0,
2010,47,0.511,-2.0,
2010,48,0.521,-1.0,
2010,49,0.51,-2.0,
2010,50,0.52,-2.0,
2010,51,0.51,-2.0,
2010,52,0.5,-1.0,
2010,53,0.491,-1.0,
2010,54,0.481,-1.5,
2010,55,0.491,-0.5,
2010,56,0.482,-0.5,
2010,57,0.474,-0.5,
2010,58,0.483,-0.5,
2010,59,0.492,0.5,
2010,60,0.5,1.0,
2010,61,0.492,0.0,
2010,62,0.484,-1.0,
2010,63,0.476,-1.0,
2010,64,0.484,-0.5,
2010,65,0.492,0.5,
2010,66,0.485,0.0,
2010,67,0.478,-1.0,
2010,68,0.471,-1.0,
2010,69,0.464,-2.0,
2010,70,0.457,-3.0,
2010,71,0.451,-4.0,
2010,72,0.458,-3.0,
2010,73,0.452,-4.0,
2010,74,0.459,-4.0,
2010,75,0.453,-5.0,
2010,76,0.461,-4.0,
2010,77,0.468,-3.0,
2010,78,0.474,-3.0,
2010,79,0.468,-3.5,
2010,80,0.475,-3.5,
2010,81,0.481,-3.5,
2010,82,0.476,-4.0,
2010,83,0.482,-3.0,
2010,84,0.476,-3.0,
2010,85,0.482,-3.0,
2010,86,0.488,-2.0,
2010,87,0.483,-2.0,
2010,88,0.489,-2.0,
2010,89,0.483,-2.5,
2010,90,0.478,-3.5,
2010,91,0.473,-4.5,
2010,92,0.467,-5.5,
2010,93,0.462,-6.0,
2010,94,0.457,-6.0,
2010,95,0.463,-6.0,
2010,96,0.469,-5.0,
2010,97,0.464,-6.0,
2010,98,0.459,-6.0,
2010,99,0.465,-6.0,
2010,100,0.47,-5.0,
2010,101,0.465,-6.0,
2010,102,0.461,-7.0,
2010,103,0.456,-7.0,
2010,104,0.452,-7.0,
2010,105,0.448,-8.0,
2010,106,0.443,-9.0,
2010,107,0.449,-8.0,
2010,108,0.454,-7.0,
2010,109,0.45,-8.0,
2010,110,0.445,-8.0,
2010,111,0.441,-7.0,
2010,112,0.446,-7.0,
2010,113,0.451,-7.0,
2010,114,0.447,-8.0,
2010,115,0.443,-9.0,
2010,116,0.44,-10.0,
2010,117,0.444,-9.0,
2010,118,0.441,-10.0,
2010,119,0.437,-11.0,
2010,120,0.442,-11.0,
2010,121,0.438,-12.0,
2010,122,0.443,-12.0,
2010,123,0.439,-12.0,
2010,124,0.444,-11.0,
2010,125,0.44,-12.0,
2010,126,0.444,-12.0,
2010,127,0.449,-12.0,
2010,128,0.453,-11.0,
2010,129,0.457,-10.0,
2010,130,0.454,-10.0,
2010,131,0.45,-10.0,
2010,132,0.455,-9.0,
2010,133,0.451,-9.0,
2010,134,0.448,-9.0,
2010,135,0.452,-8.0,
2010,136,0.449,-8.0,
2010,137,0.445,-8.0,
2010,138,0.442,-9.0,
2010,139,0.439,-10.0,
2010,140,0.436,-11.0,
2010,141,0.433,-11.0,
2010,142,0.437,-10.0,
2010,143,0.441,-10.0,
2010,144,0.438,-10.0,
2010,145,0.441,-10.5,
2010,146,0.438,-10.5,
2010,147,0.435,-11.0,
2010,148,0.432,-11.0,
2010,149,0.43,-11.5,
2010,150,0.427,-11.0,
2010,151,0.424,-12.0,
2010,152,0.421,-12.5,
2010,153,0.425,-12.0,
2010,154,0.429,-12.0,
2010,155,0.426,-12.5,
2010,156,0.423,-13.0,
2010,157,0.427,-12.5,
2010,158,0.43,-12.5,
2010,159,0.434,-12.5,
2010,160,0.431,-13.0,
2010,161,0.435,-12.0,
2010,162,0.438,-12.0,
2009,1,1.0,0.0,
2009,2,0.5,-0.5,
2009,3,0.667,0.0,
2009,4,0.5,-0.5,
2009,5,0.4,-1.5,
2009,6,0.5,-1.0,
2009,7,0.571,-1.0,
2009,8,0.625,-1.0,
2009,9,0.556,0.0,
2009,10,0.6,0.0,
2009,11,0.636,0.0,
2009,12,0.667,0.0,
2009,13,0.692,1.0,
2009,14,0.643,1.0,
2009,15,0.6,1.0,
2009,16,0.625,1.5,
2009,17,0.647,1.5,
2009,18,0.667,2.5,
2009,19,0.632,2.5,
2009,20,0.6,2.5,
2009,21,0.619,2.5,
2009,22,0.591,2.5,
2009,23,0.609,3.5,
2009,24,0.583,3.5,
2009,25,0.56,4.5,
2009,26,0.577,4.5,
2009,27,0.593,5.5,
2009,28,0.607,5.5,
2009,29,0.621,6.5,
2009,30,0.6,5.5,
2009,31,0.581,4.5,
2009,32,0.594,5.5,
2009,33,0.576,4.5,
2009,34,0.559,3.0,
2009,35,0.571,4.0,
2009,36,0.583,5.0,
2009,37,0.595,6.0,
2009,38,0.579,6.0,
2009,39,0.59,6.0,
2009,40,0.575,6.5,
2009,41,0.585,7.5,
2009,42,0.595,8.5,
2009,43,0.581,8.5,
2009,44,0.568,8.5,
2009,45,0.556,7.5,
2009,46,0.565,7.5,
2009,47,0.574,8.5,
2009,48,0.583,8.5,
2009,49,0.592,9.0,
2009,50,0.58,8.5,
2009,51,0.569,8.5,
2009,52,0.577,8.5,
2009,53,0.566,8.0,
2009,54,0.574,9.0,
2009,55,0.582,9.5,
2009,56,0.571,8.0,
2009,57,0.561,8.0,
2009,58,0.552,9.0,
2009,59,0.542,8.0,
2009,60,0.55,8.5,
2009,61,0.541,7.5,
2009,62,0.532,7.0,
2009,63,0.54,7.0,
2009,64,0.547,7.0,
2009,65,0.538,8.5,
2009,66,0.53,8.5,
2009,67,0.537,9.0,
2009,68,0.529,8.0,
2009,69,0.536,8.0,
2009,70,0.543,8.0,
2009,71,0.549,8.5,
2009,72,0.542,7.5,
2009,73,0.534,7.0,
2009,74,0.541,8.0,
2009,75,0.533,8.0,
2009,76,0.526,7.0,
2009,77,0.519,7.0,
2009,78,0.513,6.0,
2009,79,0.519,7.0,
2009,80,0.525,7.5,
2009,81,0.519,6.5,
2009,82,0.524,7.5,
2009,83,0.53,7.0,
2009,84,0.524,7.0,
2009,85,0.529,7.0,
2009,86,0.535,7.0,
2009,87,0.529,6.0,
2009,88,0.534,7.0,
2009,89,0.528,6.5,
2009,90,0.522,6.5,
2009,91,0.527,7.5,
2009,92,0.533,7.5,
2009,93,0.538,8.0,
2009,94,0.543,9.0,
2009,95,0.547,9.0,
2009,96,0.542,9.0,
2009,97,0.536,9.0,
2009,98,0.531,8.0,
2009,99,0.525,8.0,
2009,100,0.52,8.0,
2009,101,0.515,7.0,
2009,102,0.52,7.0,
2009,103,0.524,8.0,
2009,104,0.519,7.0,
2009,105,0.524,7.0,
2009,106,0.519,6.5,
2009,107,0.523,6.5,
2009,108,0.519,6.0,
2009,109,0.514,6.5,
2009,110,0.509,6.5,
2009,111,0.505,5.5,
2009,112,0.5,5.5,
2009,113,0.504,5.5,
2009,114,0.509,6.5,
2009,115,0.504,5.5,
2009,116,0.5,5.0,
2009,117,0.496,4.5,
2009,118,0.5,5.0,
2009,119,0.496,4.5,
2009,120,0.5,4.5,
2009,121,0.496,3.5,
2009,122,0.5,3.5,
2009,123,0.504,4.5,
2009,124,0.508,4.5,
2009,125,0.504,3.5,
2009,126,0.5,2.0,
2009,127,0.504,3.0,
2009,128,0.508,4.0,
2009,129,0.504,4.0,
2009,130,0.508,5.0,
2009,131,0.511,6.0,
2009,132,0.508,5.5,
2009,133,0.511,5.5,
2009,134,0.507,4.5,
2009,135,0.511,5.5,
2009,136,0.507,4.5,
2009,137,0.511,4.5,
2009,138,0.507,3.5,
2009,139,0.511,3.5,
2009,140,0.514,3.5,
2009,141,0.511,2.5,
2009,142,0.514,2.0,
2009,143,0.517,3.0,
2009,144,0.514,3.0,
2009,145,0.517,4.0,
2009,146,0.514,5.0,
2009,147,0.517,5.0,
2009,148,0.514,5.0,
2009,149,0.517,5.0,
2009,150,0.52,5.0,
2009,151,0.523,5.0,
2009,152,0.52,5.0,
2009,153,0.523,6.0,
2009,154,0.519,5.0,
2009,155,0.523,6.0,
2009,156,0.519,5.0,
2009,157,0.516,4.5,
2009,158,0.513,3.5,
2009,159,0.509,2.5,
2009,160,0.506,1.0,
2009,161,0.509,2.0,
2009,162,0.512,3.0,
2008,1,1.0,0.0,
2008,2,0.5,0.0,
2008,3,0.333,0.0,
2008,4,0.5,0.5,
2008,5,0.4,-0.5,
2008,6,0.5,0.0,
2008,7,0.429,-1.0,
2008,8,0.375,-2.0,
2008,9,0.333,-3.0,
2008,10,0.3,-4.0,
2008,11,0.364,-4.0,
2008,12,0.333,-4.0,
2008,13,0.308,-4.0,
2008,14,0.357,-4.0,
2008,15,0.4,-4.0,
2008,16,0.375,-5.0,
2008,17,0.353,-6.0,
2008,18,0.333,-6.0,
2008,19,0.368,-6.0,
2008,20,0.35,-7.0,
2008,21,0.381,-6.0,
2008,22,0.364,-7.0,
2008,23,0.348,-7.0,
2008,24,0.375,-6.0,
2008,25,0.36,-6.0,
2008,26,0.385,-5.5,
2008,27,0.407,-5.5,
2008,28,0.429,-5.0,
2008,29,0.448,-4.0,
2008,30,0.467,-4.0,
2008,31,0.452,-4.0,
2008,32,0.469,-3.0,
2008,33,0.485,-3.0,
2008,34,0.471,-3.0,
2008,35,0.457,-3.5,
2008,36,0.444,-3.5,
2008,37,0.432,-3.5,
2008,38,0.421,-4.5,
2008,39,0.436,-4.5,
2008,40,0.45,-4.5,
2008,41,0.439,-5.5,
2008,42,0.452,-4.5,
2008,43,0.442,-5.5,
2008,44,0.432,-5.0,
2008,45,0.444,-4.0,
2008,46,0.457,-3.0,
2008,47,0.447,-3.5,
2008,48,0.438,-3.5,
2008,49,0.429,-3.5,
2008,50,0.42,-3.5,
2008,51,0.412,-3.5,
2008,52,0.404,-3.5,
2008,53,0.396,-3.5,
2008,54,0.407,-2.5,
2008,55,0.4,-3.5,
2008,56,0.393,-4.5,
2008,57,0.404,-3.5,
2008,58,0.397,-3.5,
2008,59,0.39,-3.5,
2008,60,0.383,-4.0,
2008,61,0.393,-4.0,
2008,62,0.403,-4.0,
2008,63,0.397,-4.0,
2008,64,0.406,-3.5,
2008,65,0.4,-3.5,
2008,66,0.394,-4.5,
2008,67,0.388,-5.5,
2008,68,0.382,-5.5,
2008,69,0.377,-5.5,
2008,70,0.386,-4.5,
2008,71,0.394,-4.5,
2008,72,0.403,-4.5,
2008,73,0.397,-4.5,
2008,74,0.392,-4.5,
2008,75,0.4,-3.5,
2008,76,0.395,-4.0,
2008,77,0.403,-3.0,
2008,78,0.397,-3.5,
2008,79,0.405,-2.5,
2008,80,0.412,-2.5,
2008,81,0.407,-2.5,
2008,82,0.402,-3.5,
2008,83,0.41,-2.5,
2008,84,0.417,-1.5,
2008,85,0.424,-1.5,
2008,86,0.43,-0.5,
2008,87,0.425,-0.5,
2008,88,0.432,-0.5,
2008,89,0.438,0.0,
2008,90,0.433,-1.0,
2008,91,0.44,0.0,
2008,92,0.435,-1.0,
2008,93,0.43,-1.0,
2008,94,0.426,-2.0,
2008,95,0.432,-1.0,
2008,96,0.438,0.0,
2008,97,0.433,-1.0,
2008,98,0.439,0.0,
2008,99,0.444,0.0,
2008,100,0.44,-1.0,
2008,101,0.436,-1.0,
2008,102,0.441,-1.0,
2008,103,0.447,-1.0,
2008,104,0.452,-1.0,
2008,105,0.448,-1.0,
2008,106,0.453,-1.0,
2008,107,0.458,-1.0,
2008,108,0.454,-2.0,
2008,109,0.45,-3.0,
2008,110,0.455,-2.0,
2008,111,0.459,-1.0,
2008,112,0.455,-2.5,
2008,113,0.451,-2.5,
2008,114,0.456,-1.5,
2008,115,0.461,-0.5,
2008,116,0.457,-0.5,
2008,117,0.453,-1.5,
2008,118,0.458,-1.0,
2008,119,0.454,-1.0,
2008,120,0.45,0.0,
2008,121,0.455,0.0,
2008,122,0.459,0.0,
2008,123,0.455,-1.0,
2008,124,0.452,0.0,
2008,125,0.448,-1.0,
2008,126,0.444,-2.0,
2008,127,0.449,-2.0,
2008,128,0.445,-2.0,
2008,129,0.442,-3.0,
2008,130,0.438,-3.0,
2008,131,0.435,-3.0,
2008,132,0.432,-3.0,
2008,133,0.429,-3.0,
2008,134,0.425,-3.5,
2008,135,0.422,-4.5,
2008,136,0.426,-3.5,
2008,137,0.431,-2.5,
2008,138,0.435,-2.5,
2008,139,0.439,-1.5,
2008,140,0.443,-1.5,
2008,141,0.447,-0.5,
2008,142,0.451,0.5,
2008,143,0.455,1.5,
2008,144,0.451,1.5,
2008,145,0.455,2.5,
2008,146,0.459,3.5,
2008,147,0.463,3.5,
2008,148,0.466,4.5,
2008,149,0.463,4.5,
2008,150,0.467,4.5,
2008,151,0.47,4.5,
2008,152,0.467,3.5,
2008,153,0.471,3.5,
2008,154,0.468,3.5,
2008,155,0.471,3.5,
2008,156,0.468,2.5,
2008,157,0.471,3.0,
2008,158,0.475,4.0,
2008,159,0.472,4.0,
2008,160,0.469,3.0,
2008,161,0.472,3.0,
2008,162,0.469,2.0,
2007,1,0.0,-1.0,
2007,2,0.0,-1.5,
2007,3,0.333,-1.5,
2007,4,0.5,-1.0,
2007,5,0.6,-0.5,
2007,6,0.667,-0.5,
2007,7,0.571,-1.5,
2007,8,0.625,-1.5,
2007,9,0.667,-0.5,
2007,10,0.7,0.5,
2007,11,0.636,-0.5,
2007,12,0.667,-0.5,
2007,13,0.692,0.5,
2007,14,0.714,1.5,
2007,15,0.667,0.5,
2007,16,0.688,1.5,
2007,17,0.706,2.0,
2007,18,0.667,2.0,
2007,19,0.632,2.0,
2007,20,0.6,1.0,
2007,21,0.571,1.0,
2007,22,0.545,0.0,
2007,23,0.565,1.0,
2007,24,0.542,0.5,
2007,25,0.56,0.5,
2007,26,0.538,-0.5,
2007,27,0.519,0.5,
2007,28,0.536,1.5,
2007,29,0.517,1.5,
2007,30,0.533,1.5,
2007,31,0.516,1.0,
2007,32,0.531,1.0,
2007,33,0.515,1.0,
2007,34,0.529,2.0,
2007,35,0.514,1.5,
2007,36,0.528,1.5,
2007,37,0.541,2.5,
2007,38,0.553,3.0,
2007,39,0.538,2.0,
2007,40,0.55,3.0,
2007,41,0.561,3.0,
2007,42,0.548,2.0,
2007,43,0.535,2.0,
2007,44,0.523,1.0,
2007,45,0.511,0.5,
2007,46,0.522,0.5,
2007,47,0.532,0.5,
2007,48,0.542,1.0,
2007,49,0.531,0.0,
2007,50,0.52,0.0,
2007,51,0.529,0.5,
2007,52,0.538,0.5,
2007,53,0.528,0.0,
2007,54,0.537,0.0,
2007,55,0.527,0.0,
2007,56,0.536,0.0,
2007,57,0.544,0.5,
2007,58,0.534,-0.5,
2007,59,0.525,-1.5,
2007,60,0.517,-2.5,
2007,61,0.508,-1.5,
2007,62,0.5,-1.5,
2007,63,0.492,-1.5,
2007,64,0.5,-1.0,
2007,65,0.508,0.0,
2007,66,0.515,0.0,
2007,67,0.522,0.5,
2007,68,0.515,-0.5,
2007,69,0.507,-1.5,
2007,70,0.514,-1.5,
2007,71,0.507,-1.5,
2007,72,0.514,-0.5,
2007,73,0.521,0.5,
2007,74,0.514,-0.5,
2007,75,0.507,-1.5,
2007,76,0.513,-0.5,
2007,77,0.519,0.5,
2007,78,0.513,-0.5,
2007,79,0.519,0.0,
2007,80,0.512,-1.0,
2007,81,0.506,-2.0,
2007,82,0.512,-1.0,
2007,83,0.518,-1.0,
2007,84,0.524,0.0,
2007,85,0.518,-1.0,
2007,86,0.512,-1.0,
2007,87,0.506,-1.0,
2007,88,0.5,-2.0,
2007,89,0.506,-1.0,
2007,90,0.511,0.0,
2007,91,0.516,1.0,
2007,92,0.522,1.0,
2007,93,0.527,1.0,
2007,94,0.521,1.0,
2007,95,0.526,1.0,
2007,96,0.521,0.0,
2007,97,0.515,0.0,
2007,98,0.52,1.0,
2007,99,0.515,1.0,
2007,100,0.52,2.0,
2007,101,0.515,1.0,
2007,102,0.51,1.0,
2007,103,0.515,1.5,
2007,104,0.51,0.0,
2007,105,0.505,0.0,
2007,106,0.5,-1.0,
2007,107,0.505,-1.0,
2007,108,0.5,-1.0,
2007,109,0.495,-2.0,
2007,110,0.491,-3.0,
2007,111,0.486,-4.0,
2007,112,0.482,-4.0,
2007,113,0.478,-5.0,
2007,114,0.482,-5.0,
2007,115,0.487,-5.0,
2007,116,0.483,-6.0,
2007,117,0.479,-6.0,
2007,118,0.475,-6.5,
2007,119,0.471,-6.5,
2007,120,0.475,-6.5,
2007,121,0.479,-6.5,
2007,122,0.484,-6.5,
2007,123,0.48,-7.5,
2007,124,0.484,-6.5,
2007,125,0.48,-6.0,
2007,126,0.484,-6.0,
2007,127,0.488,-5.5,
2007,128,0.484,-5.5,
2007,129,0.481,-6.5,
2007,130,0.485,-6.5,
2007,131,0.489,-5.5,
2007,132,0.492,-4.5,
2007,133,0.489,-3.5,
2007,134,0.485,-4.0,
2007,135,0.481,-5.0,
2007,136,0.485,-4.0,
2007,137,0.489,-4.0,
2007,138,0.493,-3.0,
2007,139,0.489,-4.0,
2007,140,0.493,-3.5,
2007,141,0.489,-4.5,
2007,142,0.493,-4.5,
2007,143,0.49,-5.5,
2007,144,0.486,-6.0,
2007,145,0.49,-6.0,
2007,146,0.493,-5.5,
2007,147,0.497,-4.5,
2007,148,0.5,-3.5,
2007,149,0.497,-4.5,
2007,150,0.493,-5.5,
2007,151,0.49,-5.5,
2007,152,0.487,-6.5,
2007,153,0.484,-7.0,
2007,154,0.481,-8.0,
2007,155,0.477,-9.0,
2007,156,0.481,-8.0,
2007,157,0.478,-8.0,
2007,158,0.475,-8.0,
2007,159,0.472,-9.0,
2007,160,0.475,-9.0,
2007,161,0.472,-8.0,
2007,162,0.469,-8.0,
2006,1,0.0,-1.0,
2006,2,0.5,-0.5,
2006,3,0.333,-0.5,
2006,4,0.5,0.0,
2006,5,0.4,-1.0,
2006,6,0.5,-1.0,
2006,7,0.571,-0.5,
2006,8,0.5,-1.5,
2006,9,0.444,-1.5,
2006,10,0.5,-1.5,
2006,11,0.455,-2.0,
2006,12,0.5,-1.5,
2006,13,0.462,-2.0,
2006,14,0.429,-3.0,
2006,15,0.4,-2.0,
2006,16,0.375,-2.0,
2006,17,0.412,-1.5,
2006,18,0.389,-2.5,
2006,19,0.421,-1.5,
2006,20,0.45,-1.5,
2006,21,0.429,-1.5,
2006,22,0.409,-1.5,
2006,23,0.435,-2.0,
2006,24,0.458,-2.0,
2006,25,0.44,-3.0,
2006,26,0.423,-3.0,
2006,27,0.407,-3.0,
2006,28,0.393,-4.0,
2006,29,0.379,-4.0,
2006,30,0.367,-4.0,
2006,31,0.355,-4.0,
2006,32,0.375,-4.0,
2006,33,0.394,-3.5,
2006,34,0.412,-2.5,
2006,35,0.4,-3.0,
2006,36,0.417,-2.0,
2006,37,0.405,-3.0,
2006,38,0.421,-3.0,
2006,39,0.436,-2.0,
2006,40,0.425,-2.5,
2006,41,0.439,-2.0,
2006,42,0.452,-1.5,
2006,43,0.465,-1.5,
2006,44,0.477,-1.0,
2006,45,0.489,-0.5,
2006,46,0.5,-0.5,
2006,47,0.511,-0.5,
2006,48,0.5,-1.5,
2006,49,0.51,-1.5,
2006,50,0.5,-1.5,
2006,51,0.51,-0.5,
2006,52,0.519,-0.5,
2006,53,0.509,-0.5,
2006,54,0.519,-0.5,
2006,55,0.509,-1.0,
2006,56,0.518,-1.5,
2006,57,0.509,-2.5,
2006,58,0.5,-2.5,
2006,59,0.508,-1.5,
2006,60,0.5,-1.5,
2006,61,0.508,0.0,
2006,62,0.5,0.0,
2006,63,0.508,1.0,
2006,64,0.5,0.0,
2006,65,0.492,0.0,
2006,66,0.5,1.0,
2006,67,0.493,1.0,
2006,68,0.485,1.0,
2006,69,0.478,0.0,
2006,70,0.471,-1.0,
2006,71,0.465,-2.0,
2006,72,0.472,-1.0,
2006,73,0.479,-1.0,
2006,74,0.486,0.0,
2006,75,0.493,1.0,
2006,76,0.487,0.5,
2006,77,0.481,-0.5,
2006,78,0.474,-1.5,
2006,79,0.481,-1.0,
2006,80,0.475,-1.5,
2006,81,0.469,-1.5,
2006,82,0.476,-1.0,
2006,83,0.482,0.0,
2006,84,0.488,0.0,
2006,85,0.482,-1.0,
2006,86,0.488,-1.0,
2006,87,0.483,-2.0,
2006,88,0.489,-2.0,
2006,89,0.483,-2.5,
2006,90,0.478,-2.5,
2006,91,0.473,-2.5,
2006,92,0.467,-2.5,
2006,93,0.462,-3.5,
2006,94,0.468,-3.5,
2006,95,0.463,-3.5,
2006,96,0.458,-3.5,
2006,97,0.454,-3.5,
2006,98,0.449,-4.0,
2006,99,0.444,-4.5,
2006,100,0.44,-5.5,
2006,101,0.436,-6.5,
2006,102,0.431,-7.5,
2006,103,0.437,-6.0,
2006,104,0.442,-6.0,
2006,105,0.448,-5.0,
2006,106,0.453,-4.0,
2006,107,0.458,-3.0,
2006,108,0.463,-3.0,
2006,109,0.468,-2.0,
2006,110,0.473,-2.0,
2006,111,0.477,-2.0,
2006,112,0.482,-1.5,
2006,113,0.487,-0.5,
2006,114,0.482,-0.5,
2006,115,0.478,0.5,
2006,116,0.483,1.5,
2006,117,0.487,1.5,
2006,118,0.483,1.5,
2006,119,0.487,2.5,
2006,120,0.492,3.5,
2006,121,0.488,2.5,
2006,122,0.484,3.0,
2006,123,0.488,3.0,
2006,124,0.492,4.0,
2006,125,0.488,3.0,
2006,126,0.484,2.0,
2006,127,0.48,1.0,
2006,128,0.477,1.0,
2006,129,0.481,1.0,
2006,130,0.485,2.0,
2006,131,0.489,3.0,
2006,132,0.485,3.0,
2006,133,0.489,3.0,
2006,134,0.493,4.0,
2006,135,0.496,4.0,
2006,136,0.493,3.0,
2006,137,0.489,2.0,
2006,138,0.486,1.0,
2006,139,0.489,1.0,
2006,140,0.486,0.5,
2006,141,0.489,1.5,
2006,142,0.486,1.5,
2006,143,0.49,1.5,
2006,144,0.486,1.5,
2006,145,0.49,1.5,
2006,146,0.486,0.5,
2006,147,0.49,1.5,
2006,148,0.486,0.5,
2006,149,0.483,-0.5,
2006,150,0.48,0.5,
2006,151,0.477,-0.5,
2006,152,0.474,-0.5,
2006,153,0.477,-0.5,
2006,154,0.481,-0.5,
2006,155,0.477,-1.5,
2006,156,0.474,-1.5,
2006,157,0.478,-2.0,
2006,158,0.481,-1.0,
2006,159,0.484,-1.0,
2006,160,0.488,0.0,
2006,161,0.491,0.0,
2006,162,0.494,0.0,
2005,1,0.0,-1.0,
2005,2,0.5,-0.5,
2005,3,0.667,0.0,
2005,4,0.75,1.0,
2005,5,0.8,1.0,
2005,6,0.667,0.0,
2005,7,0.571,0.5,
2005,8,0.625,0.5,
2005,9,0.667,1.5,
2005,10,0.7,2.5,
2005,11,0.727,3.0,
2005,12,0.75,3.5,
2005,13,0.769,4.5,
2005,14,0.786,4.5,
2005,15,0.733,4.5,
2005,16,0.688,3.5,
2005,17,0.647,2.5,
2005,18,0.667,2.5,
2005,19,0.632,1.5,
2005,20,0.6,0.5,
2005,21,0.571,-0.5,
2005,22,0.591,0.5,
2005,23,0.609,1.5,
2005,24,0.625,1.5,
2005,25,0.6,1.5,
2005,26,0.615,1.5,
2005,27,0.593,0.5,
2005,28,0.607,1.0,
2005,29,0.586,1.0,
2005,30,0.6,2.0,
2005,31,0.581,2.0,
2005,32,0.594,2.0,
2005,33,0.576,1.0,
2005,34,0.559,0.0,
2005,35,0.571,1.0,
2005,36,0.556,0.0,
2005,37,0.541,-1.0,
2005,38,0.526,-1.5,
2005,39,0.538,-1.5,
2005,40,0.525,-2.5,
2005,41,0.512,-3.5,
2005,42,0.5,-3.5,
2005,43,0.512,-3.0,
2005,44,0.5,-3.5,
2005,45,0.489,-4.0,
2005,46,0.5,-3.5,
2005,47,0.511,-3.5,
2005,48,0.5,-4.5,
2005,49,0.51,-4.5,
2005,50,0.5,-5.5,
2005,51,0.49,-6.5,
2005,52,0.481,-6.5,
2005,53,0.491,-5.5,
2005,54,0.481,-6.5,
2005,55,0.491,-5.5,
2005,56,0.5,-4.5,
2005,57,0.509,-4.0,
2005,58,0.5,-4.0,
2005,59,0.508,-3.0,
2005,60,0.5,-2.5,
2005,61,0.492,-3.5,
2005,62,0.5,-2.5,
2005,63,0.492,-2.5,
2005,64,0.484,-2.5,
2005,65,0.477,-2.5,
2005,66,0.47,-2.5,
2005,67,0.463,-3.5,
2005,68,0.456,-4.5,
2005,69,0.449,-5.5,
2005,70,0.443,-6.5,
2005,71,0.451,-5.5,
2005,72,0.458,-4.5,
2005,73,0.452,-4.5,
2005,74,0.446,-5.5,
2005,75,0.44,-6.5,
2005,76,0.447,-5.5,
2005,77,0.442,-6.5,
2005,78,0.449,-5.5,
2005,79,0.456,-4.5,
2005,80,0.45,-5.5,
2005,81,0.444,-6.5,
2005,82,0.451,-5.5,
2005,83,0.446,-5.5,
2005,84,0.452,-4.5,
2005,85,0.447,-5.5,
2005,86,0.442,-6.5,
2005,87,0.437,-6.5,
2005,88,0.432,-7.5,
2005,89,0.427,-7.5,
2005,90,0.422,-8.5,
2005,91,0.418,-8.5,
2005,92,0.413,-8.5,
2005,93,0.409,-8.5,
2005,94,0.415,-7.5,
2005,95,0.421,-6.5,
2005,96,0.427,-5.5,
2005,97,0.423,-5.5,
2005,98,0.418,-5.5,
2005,99,0.424,-5.0,
2005,100,0.43,-4.0,
2005,101,0.426,-5.0,
2005,102,0.422,-5.0,
2005,103,0.427,-4.0,
2005,104,0.423,-4.0,
2005,105,0.419,-4.0,
2005,106,0.425,-4.0,
2005,107,0.421,-4.0,
2005,108,0.417,-5.0,
2005,109,0.422,-5.0,
2005,110,0.418,-6.0,
2005,111,0.423,-6.0,
2005,112,0.42,-7.0,
2005,113,0.416,-7.0,
2005,114,0.421,-7.0,
2005,115,0.417,-6.0,
2005,116,0.414,-6.0,
2005,117,0.419,-5.0,
2005,118,0.424,-5.0,
2005,119,0.42,-5.0,
2005,120,0.425,-4.0,
2005,121,0.421,-5.0,
2005,122,0.426,-5.0,
2005,123,0.423,-5.0,
2005,124,0.419,-5.0,
2005,125,0.424,-5.0,
2005,126,0.421,-6.0,
2005,127,0.417,-6.5,
2005,128,0.414,-6.5,
2005,129,0.419,-5.5,
2005,130,0.423,-5.5,
2005,131,0.427,-4.5,
2005,132,0.424,-5.5,
2005,133,0.429,-5.5,
2005,134,0.425,-6.0,
2005,135,0.422,-7.0,
2005,136,0.419,-7.0,
2005,137,0.416,-7.5,
2005,138,0.413,-6.5,
2005,139,0.41,-6.5,
2005,140,0.407,-8.0,
2005,141,0.411,-7.0,
2005,142,0.415,-6.0,
2005,143,0.42,-5.0,
2005,144,0.417,-5.0,
2005,145,0.414,-6.0,
2005,146,0.418,-5.5,
2005,147,0.415,-5.5,
2005,148,0.412,-6.5,
2005,149,0.409,-7.5,
2005,150,0.407,-8.0,
2005,151,0.404,-9.0,
2005,152,0.401,-9.0,
2005,153,0.405,-9.0,
2005,154,0.403,-9.0,
2005,155,0.406,-8.0,
2005,156,0.41,-7.0,
2005,157,0.408,-8.0,
2005,158,0.405,-9.0,
