rk,name,age,pos,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,roba,tb,gdp,hbp,sh,sf,ibb,pos.1,awards,season,bats,name
43,,23,P,7,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1998,Right,Mike Judd
42,,32,P,50,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1998,Right,Mark Guthrie
51,,31,P,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1998,Right,Jeff Shaw
40,,27,P,18,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1998,Right,Brad Clontz
34,,29,P,14,35,29,0,6,1,1,0,2,0,0,2,9,0.207,0.258,0.31,0.568,52.0,,9,2,0,4,0,0,,,1998,Left,Brian Bohanon
30,,24,P,25,59,48,3,8,1,0,0,2,0,0,3,6,0.167,0.216,0.188,0.403,10.0,,9,0,0,8,0,0,,,1998,Right,Ismael Valdez
39,,25,P,50,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1998,Right,Antonio Osuna
32,,30,P,18,43,34,1,2,1,0,0,0,0,0,2,10,0.059,0.111,0.088,0.199,-45.0,,3,0,0,7,0,0,,,1998,Right,Dave Mlicki
33,,30,P,15,39,34,3,6,1,1,0,1,0,0,0,16,0.176,0.176,0.265,0.441,17.0,,9,0,0,5,0,0,,,1998,Left,Ramón Martínez
31,,26,P,31,56,49,10,11,0,0,1,2,0,0,2,22,0.224,0.255,0.286,0.541,46.0,,14,0,0,5,0,0,,,1998,Right,Darren Dreifort
35,,27,P,11,30,24,2,2,0,0,0,1,0,0,3,13,0.083,0.185,0.083,0.269,-24.0,,2,0,0,3,0,0,,,1998,Left,Carlos Pérez
36,,29,P,12,22,20,1,1,0,0,1,2,0,0,0,6,0.05,0.05,0.2,0.25,-37.0,,4,0,0,2,0,0,,,1998,Right,Hideo Nomo
37,,21,P,9,6,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,1,0,0,,,1998,Right,Dennys Reyes
38,,33,P,32,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1998,Right,Jim Bruske
21,,24,2B,9,24,20,3,4,1,0,0,1,1,0,4,3,0.2,0.333,0.25,0.583,61.0,,5,0,0,0,0,1,,,1997,Right,Adam Riggs
12,,26,LF,71,140,131,12,32,7,0,6,19,0,0,8,46,0.244,0.293,0.435,0.728,94.0,,57,2,1,0,0,0,,,1997,Right,Billy Ashley
20,,21,LF,15,46,39,5,5,0,0,1,8,0,0,6,14,0.128,0.239,0.205,0.444,22.0,,8,0,0,0,1,1,,,1997,Left,Karim García
19,,33,OF,46,75,65,6,11,2,0,0,4,0,0,10,12,0.169,0.28,0.2,0.48,33.0,,13,1,0,0,0,0,,,1997,Left,Wayne Kirby
18,,25,MI,40,84,75,3,11,3,1,0,4,0,0,7,20,0.147,0.22,0.213,0.433,18.0,,16,2,0,2,0,1,,,1997,Right,Juan Castro
17,,29,LF,26,85,77,7,23,3,1,1,10,3,2,6,17,0.299,0.349,0.403,0.752,103.0,,31,1,0,2,0,0,,,1997,Right,Darren Lewis
16,,29,LF,47,86,74,8,18,3,2,2,5,2,0,12,18,0.243,0.349,0.419,0.768,107.0,,31,0,0,0,0,1,,,1997,Left,Eric Anthony
15,,29,MI,28,95,86,8,25,3,0,4,20,0,1,6,16,0.291,0.333,0.465,0.798,113.0,,40,2,0,2,1,3,,,1997,Right,Tripp Cromer
14,,33,2B,76,97,88,10,20,6,0,1,11,0,0,6,12,0.227,0.274,0.33,0.603,62.0,,29,1,0,2,1,1,,,1997,Both,Nelson Liriano
13,,32,C,47,113,100,17,22,5,0,3,14,0,0,5,15,0.22,0.275,0.36,0.635,70.0,,36,2,3,4,1,0,,,1997,Right,Tom Prince
6,,24,LF,106,317,296,39,73,20,2,4,31,5,5,17,60,0.247,0.286,0.368,0.654,75.0,,109,8,0,2,2,2,,,1997,Left,Todd Hollandsworth
11,,30,2B,37,175,154,28,42,4,2,2,16,13,2,14,17,0.273,0.347,0.364,0.71,93.0,,56,2,4,2,1,1,,,1997,Right,Eric Young Sr.
10,,38,CF,42,191,175,30,48,6,2,1,18,12,2,13,24,0.274,0.323,0.349,0.671,82.0,,61,2,0,2,1,0,,,1997,Both,Otis Nixon
9,,22,CF,80,227,194,31,53,10,2,3,17,9,1,25,44,0.273,0.362,0.392,0.753,104.0,,76,1,3,3,2,2,,,1997,Both,Roger Cedeño
8,,26,RF,159,670,616,95,191,42,5,30,87,32,15,44,105,0.31,0.36,0.541,0.901,140.0,,333,11,6,1,3,7,,,1997,Right,Raúl Mondesí
5,,31,3B,160,672,575,89,154,17,0,31,90,8,7,85,112,0.268,0.365,0.459,0.824,121.0,,264,18,6,0,6,7,,,1997,Right,Todd Zeile
4,,35,SS,144,553,514,49,129,20,3,9,57,2,5,31,120,0.251,0.298,0.354,0.652,76.0,,182,13,4,3,1,4,,,1997,Right,Greg Gagne
3,,22,2B,111,380,357,39,104,10,9,4,32,6,5,8,52,0.291,0.305,0.403,0.709,90.0,,144,7,0,13,2,1,,,1997,Both,Wilton Guerrero
2,,29,1B,162,700,628,86,167,28,0,31,104,15,7,61,116,0.266,0.329,0.459,0.787,110.0,,288,10,2,0,9,2,,,1997,Right,Eric Karros
1,,28,C,152,633,556,104,201,32,1,40,124,5,1,69,77,0.362,0.431,0.638,1.07,185.0,,355,19,3,0,5,11,,,1997,Right,Mike Piazza
23,,32,3B,14,14,12,0,1,0,0,0,0,0,0,2,4,0.083,0.214,0.083,0.298,-15.0,,1,0,0,0,0,0,,,1997,Left,Chip Hale
22,,26,2B,9,16,14,1,2,0,0,0,1,0,1,2,3,0.143,0.25,0.143,0.393,10.0,,2,0,0,0,0,0,,,1997,Both,Chad Fonville
7,,40,CF,105,401,343,52,97,8,3,0,18,15,10,42,40,0.283,0.363,0.324,0.686,88.0,,111,1,1,15,0,0,,,1997,Left,Brett Butler
24,,26,OF,12,10,9,2,4,0,0,0,1,1,0,1,3,0.444,0.5,0.444,0.944,158.0,,4,0,0,0,0,0,,,1997,Right,Garey Ingram
35,,20,P,14,11,9,1,0,0,0,0,0,1,0,1,5,0.0,0.1,0.0,0.1,-70.0,,0,0,0,1,0,0,,,1997,Right,Dennys Reyes
25,,41,,9,9,7,0,2,0,0,0,3,0,0,2,2,0.286,0.444,0.286,0.73,103.0,,2,2,0,0,0,0,,,1997,Both,Eddie Murray
44,,37,P,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1997,Right,Todd Worrell
43,,32,P,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1997,Right,Darren Hall
42,,23,P,4,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,1,0,0,,,1997,Right,Rick Gorecki
41,,22,P,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1997,Right,Mike Judd
40,,24,P,43,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,172.0,,1,0,0,0,0,0,,,1997,Right,Antonio Osuna
38,,29,P,70,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1997,Left,Scott Radinsky
37,,31,P,58,5,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,36.0,,1,0,0,1,0,0,,,1997,Right,Mark Guthrie
36,,25,P,46,7,7,0,1,0,0,0,0,0,0,0,5,0.143,0.143,0.143,0.286,-22.0,,1,0,0,0,0,0,,,1997,Right,Darren Dreifort
39,,30,P,9,3,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,2,0,0,,,1997,Right,Mike Harkey
34,,40,P,41,42,32,0,3,0,0,0,2,0,0,1,10,0.094,0.121,0.094,0.215,-41.0,,3,1,0,9,0,0,,,1997,Right,Tom Candiotti
29,,28,P,30,75,69,3,11,5,0,0,2,0,0,1,32,0.159,0.171,0.232,0.403,8.0,,16,0,0,5,0,0,,,1997,Right,Hideo Nomo
33,,29,P,21,47,42,5,8,1,0,0,1,0,0,0,11,0.19,0.19,0.214,0.405,9.0,,9,0,0,5,0,0,,,1997,Left,Ramón Martínez
27,,32,,8,8,7,0,1,0,0,0,1,0,0,1,1,0.143,0.25,0.143,0.393,10.0,,1,0,0,0,0,1,,,1997,Right,Eddie Williams
28,,25,CI,3,5,5,1,2,0,0,1,1,0,0,0,1,0.4,0.4,1.0,1.4,263.0,,5,0,0,0,0,0,,,1997,Right,Henry Blanco
26,,21,CI,6,8,7,0,1,0,0,0,0,0,0,1,2,0.143,0.25,0.143,0.393,10.0,,1,1,0,0,0,0,,,1997,Right,Paul Konerko
30,,23,P,28,67,57,0,5,1,0,0,1,1,0,3,17,0.088,0.133,0.105,0.239,-34.0,,6,2,0,7,0,0,,,1997,Right,Ismael Valdez
31,,24,P,31,66,51,5,9,4,0,0,2,0,0,4,21,0.176,0.236,0.255,0.491,33.0,,13,0,0,11,0,0,,,1997,Right,Chan Ho Park
32,,28,P,25,51,41,2,6,1,0,0,1,0,0,0,16,0.146,0.146,0.171,0.317,-14.0,,7,0,0,10,0,0,,,1997,Right,Pedro Astacio
11,,38,3B,45,175,162,14,37,3,1,4,22,0,1,12,32,0.228,0.286,0.333,0.619,68.0,,54,4,1,0,0,0,,,1996,Right,Tim Wallach
19,,37,LF,48,57,51,2,6,1,0,0,1,1,1,6,10,0.118,0.211,0.137,0.348,-3.0,,7,1,0,0,0,0,,,1996,Left,Milt Thompson
18,,31,C,40,77,64,6,19,6,0,1,11,0,0,6,15,0.297,0.365,0.438,0.802,118.0,,28,0,2,3,2,2,,,1996,Right,Tom Prince
17,,27,3B,38,88,83,8,18,4,0,4,17,0,0,5,33,0.217,0.261,0.41,0.671,80.0,,34,2,0,0,0,0,,,1996,Right,Mike Busch
16,,27,CI,80,116,104,7,23,1,0,0,6,0,0,11,22,0.221,0.293,0.231,0.524,45.0,,24,4,0,0,1,1,,,1996,Left,Dave Hansen
15,,27,CF,43,121,104,20,22,5,0,2,9,2,1,17,15,0.212,0.322,0.317,0.64,75.0,,33,1,0,0,0,0,,,1996,Right,Chad Curtis
14,,25,LF,71,133,110,18,22,2,1,9,25,0,0,21,44,0.2,0.331,0.482,0.813,118.0,,53,3,1,0,1,1,,,1996,Right,Billy Ashley
13,,39,CF,34,145,131,22,35,1,1,0,8,8,3,9,22,0.267,0.313,0.29,0.603,66.0,,38,1,1,1,3,0,,,1996,Left,Brett Butler
12,,24,SS,70,146,132,16,26,5,3,0,5,1,0,10,27,0.197,0.254,0.28,0.534,46.0,,37,3,0,4,0,0,,,1996,Right,Juan Castro
1,,27,C,148,631,547,87,184,16,0,36,105,0,3,81,93,0.336,0.422,0.563,0.985,166.0,,308,21,1,0,2,21,,,1996,Right,Mike Piazza
10,,25,UT,103,221,201,34,41,4,1,0,13,7,2,17,31,0.204,0.266,0.234,0.5,38.0,,47,1,0,3,0,1,,,1996,Both,Chad Fonville
9,,21,CF,86,238,211,26,52,11,1,2,18,5,1,24,47,0.246,0.326,0.336,0.663,81.0,,71,0,1,2,0,0,,,1996,Both,Roger Cedeño
8,,25,RF,157,673,634,98,188,40,7,24,88,14,7,32,122,0.297,0.334,0.495,0.83,123.0,,314,6,5,0,2,9,,,1996,Right,Raúl Mondesí
7,,32,CF,65,208,188,23,51,10,1,1,11,4,2,17,17,0.271,0.333,0.351,0.684,87.0,,66,3,1,1,1,1,,,1996,Left,Wayne Kirby
6,,23,LF,149,526,478,64,139,26,4,12,59,21,6,41,93,0.291,0.348,0.437,0.785,113.0,,209,2,2,3,2,1,,,1996,Left,Todd Hollandsworth
5,,31,3B,92,358,317,31,84,19,2,6,38,0,0,37,77,0.265,0.341,0.394,0.735,100.0,,125,11,1,0,3,2,,,1996,Right,Mike Blowers
4,,34,SS,128,487,428,48,109,13,2,10,55,4,2,50,93,0.255,0.333,0.364,0.698,90.0,,156,6,2,4,3,11,,,1996,Right,Greg Gagne
3,,27,2B,154,642,581,75,130,12,8,5,41,48,11,53,124,0.224,0.288,0.298,0.585,60.0,,173,12,1,2,5,7,,,1996,Left,Delino DeShields
2,,28,1B,154,670,608,84,158,29,1,34,111,8,0,53,121,0.26,0.316,0.479,0.795,113.0,,291,27,1,0,8,2,,,1996,Right,Eric Karros
21,,29,C,13,16,14,1,4,0,0,0,0,0,0,2,2,0.286,0.375,0.286,0.661,84.0,,4,0,0,0,0,0,,,1996,Right,Carlos Hernández
20,,33,LF,15,18,15,0,3,0,0,0,1,0,0,3,2,0.2,0.333,0.2,0.533,50.0,,3,0,0,0,0,0,,,1996,Left,Dave Clark
23,,26,1B,10,9,8,2,3,1,0,0,1,0,0,1,3,0.375,0.444,0.5,0.944,157.0,,4,0,0,0,0,0,,,1996,Left,Oreste Marrero
22,,33,OF,16,15,14,2,4,1,0,0,1,1,0,0,2,0.286,0.333,0.357,0.69,89.0,,5,1,1,0,0,0,,,1996,Right,Rick Parker
33,,30,P,66,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Right,Mark Guthrie
24,,21,,5,2,2,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Both,Wilton Guerrero
40,,31,P,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1996,Right,Jim Bruske
39,,36,P,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1996,Right,Todd Worrell
38,,27,P,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1996,Left,John Cummings
37,,31,P,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1996,Right,Darren Hall
35,,24,P,20,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Right,Darren Dreifort
34,,23,P,73,3,1,0,0,0,0,0,1,0,0,1,0,0.0,0.333,0.0,0.333,1.0,,0,0,0,0,1,0,,,1996,Right,Antonio Osuna
36,,28,P,58,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Left,Scott Radinsky
32,,26,P,28,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Left,Joey Eischen
28,,27,P,35,77,68,1,6,0,0,0,3,0,0,1,28,0.088,0.101,0.088,0.19,-48.0,,6,0,0,8,0,0,,,1996,Right,Pedro Astacio
31,,23,P,48,23,19,0,1,0,0,0,2,0,0,1,9,0.053,0.1,0.053,0.153,-57.0,,1,0,0,3,0,0,,,1996,Right,Chan Ho Park
26,,27,P,33,87,75,1,10,4,0,0,3,0,0,2,38,0.133,0.156,0.187,0.343,-7.0,,14,1,0,10,0,0,,,1996,Right,Hideo Nomo
27,,22,P,33,84,70,6,10,1,0,0,2,0,0,1,25,0.143,0.155,0.157,0.312,-15.0,,11,1,0,13,0,0,,,1996,Right,Ismael Valdez
25,,20,,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1996,Left,Karim García
29,,28,P,30,69,59,3,7,0,0,0,2,0,0,2,22,0.119,0.148,0.119,0.266,-26.0,,7,0,0,8,0,0,,,1996,Left,Ramón Martínez
30,,39,P,28,56,45,3,4,0,0,0,2,0,0,0,14,0.089,0.106,0.089,0.195,-46.0,,4,1,1,9,1,0,,,1996,Right,Tom Candiotti
21,,19,OF,13,20,20,1,4,0,0,0,0,0,0,0,4,0.2,0.2,0.2,0.4,11.0,,4,0,0,0,0,0,,,1995,Left,Karim García
29,,27,P,30,78,64,2,11,4,0,0,4,0,0,1,19,0.172,0.185,0.234,0.419,14.0,,15,0,0,13,0,0,,,1995,Left,Ramón Martínez
28,,27,C,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Noe Muñoz
27,,23,IF,11,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,84.0,,1,0,0,0,0,0,,,1995,Right,Juan Castro
26,,28,3B,7,8,8,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Eddie Pye
25,,32,IF,9,11,10,0,1,0,0,0,0,0,0,1,3,0.1,0.182,0.1,0.282,-20.0,,1,0,0,0,0,0,,,1995,Right,Dick Schofield
24,,29,OF,15,13,11,2,1,0,0,0,1,0,0,2,3,0.091,0.231,0.091,0.322,-7.0,,1,0,0,0,0,0,,,1995,Both,Reggie Williams
23,,32,IF,17,17,17,2,2,0,1,0,3,0,0,0,2,0.118,0.118,0.235,0.353,-6.0,,4,0,0,0,0,0,,,1995,Left,Jeff Treadway
22,,26,CI,13,17,17,3,4,0,0,3,6,0,0,0,7,0.235,0.235,0.765,1.0,161.0,,13,0,0,0,0,0,,,1995,Right,Mike Busch
13,,28,C,45,103,94,3,14,1,0,2,8,0,0,7,25,0.149,0.216,0.223,0.439,21.0,,21,5,1,1,0,0,,,1995,Right,Carlos Hernández
20,,32,OF,27,33,29,3,8,0,0,0,4,1,1,2,4,0.276,0.323,0.276,0.598,67.0,,8,1,0,2,0,0,,,1995,Right,Rick Parker
19,,30,C,18,44,40,3,8,2,1,1,4,0,0,4,10,0.2,0.273,0.375,0.648,76.0,,15,0,0,0,0,0,,,1995,Right,Tom Prince
18,,20,OF,40,46,42,4,10,2,0,0,3,1,0,3,10,0.238,0.283,0.286,0.568,57.0,,12,1,0,0,1,0,,,1995,Both,Roger Cedeño
17,,36,OF,54,63,56,6,10,1,1,1,3,0,0,4,14,0.179,0.246,0.286,0.532,46.0,,16,1,1,2,0,1,,,1995,Both,Mitch Webster
16,,24,UT,44,66,55,5,11,2,0,0,3,3,0,9,8,0.2,0.313,0.236,0.549,54.0,,13,0,0,2,0,0,,,1995,Right,Garey Ingram
15,,27,RF,21,85,80,6,21,4,1,1,10,0,1,5,17,0.263,0.306,0.375,0.681,86.0,,30,3,0,0,0,2,,,1995,Left,Henry Rodríguez
14,,30,UT,67,92,84,8,18,3,2,1,10,0,0,6,23,0.214,0.272,0.333,0.605,65.0,,28,5,1,0,1,1,,,1995,Left,Chris Gwynn
31,,21,P,33,70,62,2,6,0,0,0,1,1,0,1,26,0.097,0.111,0.097,0.208,-42.0,,6,0,0,7,0,0,,,1995,Right,Ismael Valdez
30,,26,P,28,72,66,2,6,0,0,0,4,0,0,0,33,0.091,0.09,0.091,0.18,-50.0,,6,1,0,5,1,0,,,1995,Right,Hideo Nomo
40,,35,P,59,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Todd Worrell
32,,38,P,30,63,55,2,6,0,0,0,2,0,0,3,16,0.109,0.155,0.109,0.264,-26.0,,6,1,0,5,0,0,,,1995,Right,Tom Candiotti
43,,35,P,6,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,452.0,,1,0,0,0,0,0,,,1995,Left,Rob Murphy
11,,38,CF,39,178,146,24,40,5,2,0,13,11,1,24,9,0.274,0.368,0.336,0.703,95.0,,49,1,0,4,4,0,,,1995,Left,Brett Butler
49,,30,P,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1995,Right,Jim Bruske
48,,24,P,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1995,Right,Greg Hansell
47,,22,P,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1995,Right,Félix Rodríguez
46,,23,P,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1995,Left,Omar Daal
45,,25,P,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Left,Joey Eischen
44,,26,P,37,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Rudy Seánez
42,,29,P,24,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Mark Guthrie
33,,26,P,48,27,24,0,3,1,0,0,0,0,0,1,9,0.125,0.16,0.167,0.327,-10.0,,4,1,0,2,0,0,,,1995,Right,Pedro Astacio
41,,22,P,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Chan Ho Park
39,,24,P,16,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,176.0,,1,0,0,0,0,0,,,1995,Right,Todd Williams
38,,22,P,39,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Right,Antonio Osuna
37,,22,P,8,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,2,0,0,,,1995,Right,José Parra
36,,26,P,35,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1995,Left,John Cummings
35,,26,P,6,11,8,1,1,0,0,0,0,0,0,1,4,0.125,0.3,0.125,0.425,23.0,,1,0,1,1,0,0,,,1995,Right,Willie Banks
34,,31,P,13,20,17,0,3,1,0,0,2,0,0,0,7,0.176,0.176,0.235,0.412,12.0,,4,0,0,3,0,0,,,1995,Right,Kevin Tapani
12,,22,CF,41,115,103,16,24,2,0,5,13,2,1,10,29,0.233,0.304,0.398,0.702,91.0,,41,1,1,0,1,2,,,1995,Left,Todd Hollandsworth
5,,37,3B,97,362,327,24,87,22,2,9,38,0,0,27,69,0.266,0.326,0.428,0.754,106.0,,140,11,4,0,4,4,,,1995,Right,Tim Wallach
10,,26,3B,100,211,181,19,52,10,0,1,14,0,0,28,28,0.287,0.384,0.359,0.743,106.0,,65,4,1,0,1,4,,,1995,Left,Dave Hansen
9,,24,MI,88,338,308,41,85,6,1,0,16,20,5,23,39,0.276,0.328,0.302,0.63,75.0,,93,3,1,6,0,1,,,1995,Both,Chad Fonville
1,,26,C,112,475,434,82,150,17,0,32,93,1,0,39,80,0.346,0.4,0.606,1.006,172.0,,263,10,1,0,1,10,,,1995,Right,Mike Piazza
3,,26,2B,127,493,425,66,109,18,3,8,37,39,14,63,83,0.256,0.353,0.369,0.722,99.0,,157,6,1,3,1,4,,,1995,Left,Delino DeShields
4,,26,SS,119,511,429,69,123,14,6,4,33,2,7,69,67,0.287,0.389,0.375,0.765,112.0,,161,5,3,10,0,0,,,1995,Both,José Offerman
2,,27,1B,143,620,551,83,164,29,3,32,105,4,4,61,115,0.298,0.369,0.535,0.905,145.0,,295,14,4,0,4,4,,,1995,Right,Eric Karros
6,,24,LF,81,244,215,17,51,5,0,8,27,0,0,25,88,0.237,0.32,0.372,0.692,90.0,,80,8,2,0,2,4,,,1995,Right,Billy Ashley
7,,30,CF,112,436,409,47,114,19,2,6,48,15,7,15,65,0.279,0.306,0.379,0.685,87.0,,155,10,4,0,7,5,,,1995,Right,Roberto Kelly
8,,24,RF,139,580,536,91,153,23,6,26,88,27,4,33,96,0.285,0.328,0.496,0.824,123.0,,266,7,4,0,7,4,,,1995,Right,Raúl Mondesí
8,,23,RF,112,454,434,63,133,27,8,16,56,11,8,16,78,0.306,0.333,0.516,0.849,123.0,,224,9,2,0,2,5,,,1994,Right,Raúl Mondesí
16,,25,3B,40,49,44,3,15,3,0,0,5,0,0,5,5,0.341,0.408,0.409,0.817,120.0,,18,0,0,0,0,0,,,1994,Left,Dave Hansen
14,,31,IF,52,78,67,14,20,3,0,0,5,1,1,5,8,0.299,0.351,0.343,0.695,88.0,,23,1,1,4,1,0,,,1994,Left,Jeff Treadway
13,,29,LF,58,78,71,9,19,0,0,3,13,0,2,7,7,0.268,0.333,0.394,0.728,94.0,,28,1,0,0,0,0,,,1994,Left,Chris Gwynn
12,,23,2B,26,86,78,10,22,1,0,3,8,0,0,7,22,0.282,0.341,0.41,0.751,101.0,,32,3,0,1,0,3,,,1994,Right,Garey Ingram
11,,35,LF,82,93,84,16,23,4,0,4,12,1,2,8,13,0.274,0.344,0.464,0.808,114.0,,39,2,1,0,0,1,,,1994,Both,Mitch Webster
10,,28,SS,40,132,116,2,26,3,1,0,11,0,0,9,5,0.224,0.291,0.267,0.559,51.0,,31,4,2,5,0,1,,,1994,Right,Rafael Bournigal
9,,31,LF,73,171,153,18,36,6,0,6,18,1,0,14,47,0.235,0.3,0.392,0.692,84.0,,60,5,1,1,2,4,,,1994,Right,Cory Snyder
4,,25,SS,72,289,243,27,51,8,4,1,25,2,1,38,38,0.21,0.314,0.288,0.603,63.0,,70,6,0,6,2,4,,,1994,Both,José Offerman
7,,37,CF,111,496,417,79,131,13,9,8,33,27,8,68,52,0.314,0.411,0.446,0.857,130.0,,186,2,2,7,2,0,,,1994,Left,Brett Butler
6,,26,LF,104,330,306,33,82,14,2,8,49,0,1,17,58,0.268,0.307,0.405,0.712,89.0,,124,9,2,1,4,2,,,1994,Left,Henry Rodríguez
5,,36,3B,113,466,414,68,116,21,1,23,78,0,2,46,80,0.28,0.356,0.502,0.859,127.0,,208,12,4,0,2,2,,,1994,Right,Tim Wallach
18,,29,C,3,7,6,2,2,0,0,0,1,0,0,1,3,0.333,0.429,0.333,0.762,108.0,,2,0,0,0,0,0,,,1994,Right,Tom Prince
3,,25,2B,89,376,320,51,80,11,3,2,33,27,7,54,53,0.25,0.357,0.322,0.679,84.0,,103,9,0,1,1,0,,,1994,Left,Delino DeShields
2,,26,1B,111,448,406,51,108,21,1,14,46,2,0,29,53,0.266,0.31,0.426,0.736,95.0,,173,13,2,0,11,1,,,1994,Right,Eric Karros
1,,25,C,107,441,405,64,129,18,0,24,92,1,3,33,65,0.319,0.37,0.541,0.91,140.0,,219,11,1,0,2,10,,,1994,Right,Mike Piazza
17,,27,MI,7,12,10,2,1,0,0,0,0,0,0,1,4,0.1,0.182,0.1,0.282,-21.0,,1,0,0,1,0,0,,,1994,Right,Eddie Pye
15,,27,C,32,65,64,6,14,2,0,2,6,0,0,1,14,0.219,0.231,0.344,0.575,52.0,,22,0,0,0,0,0,,,1994,Right,Carlos Hernández
19,,23,LF,2,6,6,0,2,1,0,0,0,0,0,0,2,0.333,0.333,0.5,0.833,120.0,,3,0,0,0,0,0,,,1994,Right,Billy Ashley
27,,33,P,32,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,,0,0,0,0,0,0,,,1994,Right,Roger McDowell
35,,34,P,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1994,Right,Todd Worrell
33,,28,P,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1994,Right,Al Osuna
32,,27,P,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,1994,Left,Brian Barnes
